tweet_text,label,type_of_disaster,hashtags,clean_text
eahquake shift kathmandu number foot closer india away china god s punishment nepal cosying china,1,earthquake,,eahquake shift kathmandu number foot closer india away china god s punishment nepal cosying china
powerful quake hit costa rica tsunami warn issue reuters,1,earthquake,,powerful quake hit costa rica tsunami warn issue reuters
user yes come turn,1,flood,,user yes come turn
hurricane joke really funny people die right now,1,hurricane,,hurricane joke really funny people die right now
hop soon concerned nswfires,1,wildfire,,hop soon concerned nswfires
u man star lol,0,not disaster,,u man star lol
mediasettgcom terremoto le banche non rinunciano alla commissione sui bonifici gli sfollati t co dskh gh,1,earthquake,['terremoto'],mediasettgcom terremoto le banche non rinunciano alla commissione sui bonifici gli sfollati t co dskh gh
escape vr buy escape vr weekend help hurricane harvey irma,1,hurricane,,escape vr buy escape vr weekend help hurricane harvey irma
girl actually nigga make wait fact,0,not disaster,,girl actually nigga make wait fact
vienna funny im traumatise,0,not disaster,,vienna funny im traumatise
guy really shit bed let chris final voicesavekennedy,0,not disaster,,guy really shit bed let chris final voicesavekennedy
week star war poe dameron annual number w robe p thompson nicole virella dan mora,1,flood,,week star war poe dameron annual number w robe p thompson nicole virella dan mora
seem little bit car trouble fujonas blizzard instagram p ba xjbir sz,1,blizzard,"['fujonas', 'blizzard', 'blizzard']",seem little bit car trouble fujonas blizzard instagram p ba xjbir sz
smoke kush damn day number day white boy sta smoke lol,0,not disaster,,smoke kush damn day number day white boy sta smoke lol
supposedly st croix uvi hurricane shelter people house send mad local student home one cant,1,hurricane,,supposedly st croix uvi hurricane shelter people house send mad local student home one cant
happiest bihday s little sl chill now,0,not disaster,,happiest bihday s little sl chill now
balochistan eahquake nisar confirm number death cnbc pakistan,1,earthquake,,balochistan eahquake nisar confirm number death cnbc pakistan
storm threat key poll week hurricane sandy become political storm swirl force presidential candida repeat,1,hurricane,,storm threat key poll week hurricane sandy become political storm swirl force presidential candida repeat
lol light th july block dont know still power,1,hurricane,,lol light th july block dont know still power
lifestr arrest building collapse protest spread savar bangladesh ap police bangladesh arrest t tobeymonster,1,collapse,,lifestr arrest building collapse protest spread savar bangladesh ap police bangladesh arrest t tobeymonster
proud serve aid people pueo rico fdny nypd usar ny tf number return deployment,1,hurricane,,proud serve aid people pueo rico fdny nypd usar ny tf number return deployment
oiler pick phaneuf year m move afghanistan,0,not disaster,,oiler pick phaneuf year m move afghanistan
rochdale bnp nwi hurricane matthew family rescue car rooftop family rescu bbc dgfhii middleton heywood,1,hurricane,"['rochdale', 'bnp', 'nwi', 'middleton', 'heywood']",rochdale bnp nwi hurricane matthew family rescue car rooftop family rescu bbc dgfhii middleton heywood
news clean launch deadly australia flood mammoth clean operation begin australia s flood t co bttbqc,1,flood,['news'],news clean launch deadly australia flood mammoth clean operation begin australia s flood t co bttbqc
happy number h wed anniversary wonderful grandparent,0,not disaster,,happy number h wed anniversary wonderful grandparent
humanityfirst oklahoma help victim moore ve never see anything,1,tornado,,humanityfirst oklahoma help victim moore ve never see anything
user finally read mag m stick home bcuz hurricanesandy amp smile face pop,1,hurricane,,user finally read mag m stick home bcuz hurricanesandy amp smile face pop
realise stop care right now honestly don t give fuck anymore okay,0,not disaster,,realise stop care right now honestly don t give fuck anymore okay
chase t co jyzh qexey dinosaur royal tyrell museum drumheller albea,0,not disaster,,chase t co jyzh qexey dinosaur royal tyrell museum drumheller albea
m number aus qld country hour number number extent flood damage become clear thought repeat,1,flood,,m number aus qld country hour number number extent flood damage become clear thought repeat
overstock s ceo launch new trading platform token tzero johnbiggs,0,not disaster,,overstock s ceo launch new trading platform token tzero johnbiggs
user number onthtwittybarengrinanose,0,not disaster,,user number onthtwittybarengrinanose
break mf always say money isn t everything,0,not disaster,,break mf always say money isn t everything
official death toll cycloneidai mozambique reach,1,cyclone,['cycloneidai'],official death toll cycloneidai mozambique reach
nairobi kenya ap people die others rescue passenger boat dozen passenger collide,0,not disaster,,nairobi kenya ap people die others rescue passenger boat dozen passenger collide
murderous story america s first hijack t co jmawrlt hb,0,not disaster,,murderous story america s first hijack t co jmawrlt hb
threaten beat shawty lol,0,not disaster,,threaten beat shawty lol
debris turn missile cnn s chris lawrence stand next tornado research facility put repeat vencace,1,tornado,,debris turn missile cnn s chris lawrence stand next tornado research facility put repeat vencace
icymi ash australia collapse trent bridge twitter react t co gl eejyjky t co wqtdnp w,0,not disaster,,icymi ash australia collapse trent bridge twitter react t co gl eejyjky t co wqtdnp w
real horror nepal real horror world,1,earthquake,,real horror nepal real horror world
food aid available tornado victim county food assistance available live county bit ly ie gt,0,not disaster,,food aid available tornado victim county food assistance available live county bit ly ie gt
photo bunderberg flood queensland take canadian astronaut commander chris hadfield t co vcslqo,1,flood,,photo bunderberg flood queensland take canadian astronaut commander chris hadfield t co vcslqo
video re pick body water rescuer search hundred migrant mediterranean boat carryi,0,not disaster,,video re pick body water rescuer search hundred migrant mediterranean boat carryi
bros video tornado get view day upload someone s account give credit,0,not disaster,,bros video tornado get view day upload someone s account give credit
airbnb offer free housing hurricane dorian evacuee https abcactionnews news national airbnb offer free housing hurricane dorian evacuee relief worker,0,not disaster,,airbnb offer free housing hurricane dorian evacuee  abcactionnews news national airbnb offer free housing hurricane dorian evacuee relief worker
girlclumsy superb work brisbanetimes team today bigwet marissa bkjabour cameronatfield live feed,1,flood,['bigwet'],girlclumsy superb work brisbanetimes team today bigwet marissa bkjabour cameronatfield live feed
climate expe california wildfires get bad,1,wildfire,,climate expe california wildfires get bad
user yeah d notice repeat annoying high score j smile,0,not disaster,,user yeah d notice repeat annoying high score j smile
tashrainbow someone message ask win t accept reply doesn t account,0,not disaster,,tashrainbow someone message ask win t accept reply doesn t account
respect wait watch ultimalucha tweet spoiler free ruin result luchaunderground,0,not disaster,,respect wait watch ultimalucha tweet spoiler free ruin result luchaunderground
kijima matako break news unconfirmed loud bang nearby appear blast wind neighbour s as,0,not disaster,,kijima matako break news unconfirmed loud bang nearby appear blast wind neighbour s as
user s good think head bit high win repeat,0,not disaster,,user s good think head bit high win repeat
anoyd family feud freestyle official video now subscribe channel content soon bla,0,not disaster,,anoyd family feud freestyle official video now subscribe channel content soon bla
rev kev need help spread word help fill truck moore ok t co pva ntiex midmo okc,1,tornado,['midmo'],rev kev need help spread word help fill truck moore ok t co pva ntiex midmo okc
crabbycale god memory flood back,1,flood,,crabbycale god memory flood back
dear hurricane sandy wtf chance rain sat plan ride allday long suck sincerely florida bikers,1,hurricane,,dear hurricane sandy wtf chance rain sat plan ride allday long suck sincerely florida bikers
new blog post hurricane irma collapse construction crane reignite debate safety,1,hurricane,,new blog post hurricane irma collapse construction crane reignite debate safety
jhasekennedy oklahoma situation crazy,1,tornado,,jhasekennedy oklahoma situation crazy
ctvecarpenter good news rcmp say west eastbound transcanada open hour abflood,1,flood,"['transcanada', 'abflood']",ctvecarpenter good news rcmp say west eastbound transcanada open hour abflood
ummm bad want order chinese food blizzard,1,blizzard,,ummm bad want order chinese food blizzard
